"V1";"V2";"V3";"V4";"V5";"V6"
"0";"12";"0.00";"-3.849";"estado";"0.04979045"
"0";" 9";"0.00";"-2.844";"fim";"0.09174364"
"1";"15";"6.67";"-2.482";"ter";"0.11512025"
"0";" 7";"0.00";"-2.190";"i";"0.13891510"
"1";"14";"7.14";"-2.175";"qual";"0.14031287"
"*";"*";"*";"*";"*";"*"
"2";"26";" 7.69";"-4.011";"*rel_sandra_brisolara_medeiros";"0.04519126"
"0";"11";" 0.00";"-3.510";"*ori_canoas";"0.06099377"
"5";"41";"12.20";"-3.471";"*rel_josé_antônio_daltoe_cezar";"0.06245936"
"4";"32";"12.50";"-2.432";"*ano_2023";"0.11884636"
"0";" 7";" 0.00";"-2.190";"*rel_roberto_arriada_lorea";"0.13891510"
"**";"classe";"3";"**";"";""
"****";"38";"211";"18.01";"****";""
" 2";"53";" 3.77";"-9.714";"agravo_de_instrumento";"0.001828521"
" 1";"42";" 2.38";"-8.674";"familiar";"0.003227929"
" 4";"63";" 6.35";"-8.270";"acolhimento_institucional";"0.004030197"
" 1";"39";" 2.56";"-7.729";"decisão";"0.005432611"
" 0";"28";" 0.00";"-7.091";"família";"0.007745831"
" 0";"24";" 0.00";"-5.948";"colocação";"0.014731862"
" 0";"20";" 0.00";"-4.853";"assegurar";"0.027596968"
" 0";"15";" 0.00";"-3.547";"constituição_federal";"0.059654988"
" 0";"15";" 0.00";"-3.547";"proteção";"0.059654988"
" 0";"15";" 0.00";"-3.547";"prever";"0.059654988"
" 1";"24";" 4.17";"-3.514";"auto";"0.060842212"
" 1";"23";" 4.35";"-3.263";"adolescente";"0.070866829"
" 0";"13";" 0.00";"-3.043";"forma";"0.081087281"
" 0";"13";" 0.00";"-3.043";"suspensão";"0.081087281"
" 0";"13";" 0.00";"-3.043";"demonstrar";"0.081087281"
" 0";"13";" 0.00";"-3.043";"aplicação";"0.081087281"
" 0";"13";" 0.00";"-3.043";"agravante";"0.081087281"
" 1";"22";" 4.55";"-3.015";"genitora";"0.082482977"
" 3";"37";" 8.11";"-2.979";"dever";"0.084354853"
" 0";"12";" 0.00";"-2.795";"agravar";"0.094571559"
" 0";"12";" 0.00";"-2.795";"artigo";"0.094571559"
" 0";"12";" 0.00";"-2.795";"juízo";"0.094571559"
" 0";"12";" 0.00";"-2.795";"pleito";"0.094571559"
" 0";"12";" 0.00";"-2.795";"imediato";"0.094571559"
" 0";"12";" 0.00";"-2.795";"desacolhimento";"0.094571559"
"11";"86";"12.79";"-2.678";"criança";"0.101769570"
" 0";"11";" 0.00";"-2.549";"descabimento";"0.110358840"
" 0";"11";" 0.00";"-2.549";"reforma";"0.110358840"
" 0";"11";" 0.00";"-2.549";"determinar";"0.110358840"
" 0";"11";" 0.00";"-2.549";"determinado";"0.110358840"
" 1";"20";" 5.00";"-2.532";"medida";"0.111529732"
" 0";"10";" 0.00";"-2.306";"possibilidade";"0.128890910"
" 0";"10";" 0.00";"-2.306";"momento";"0.128890910"
" 0";"10";" 0.00";"-2.306";"unânime";"0.128890910"
" 0";"10";" 0.00";"-2.306";"prova";"0.128890910"
" 1";"19";" 5.26";"-2.297";"medida_de_proteção";"0.129589390"
" 3";"33";" 9.09";"-2.107";"filho";"0.146609095"
" 0";" 9";" 0.00";"-2.065";"sociedade";"0.150719144"
" 0";" 9";" 0.00";"-2.065";"paterno";"0.150719144"
" 0";" 9";" 0.00";"-2.065";"provimento";"0.150719144"
" 0";" 9";" 0.00";"-2.065";"dar";"0.150719144"
" 0";" 9";" 0.00";"-2.065";"técnica";"0.150719144"
" 0";" 9";" 0.00";"-2.065";"provisório";"0.150719144"
" 0";" 9";" 0.00";"-2.065";"equipa";"0.150719144"
"*****";"*";"*";"*";"*";"*"
" 6";" 87";" 6.90";"-12.381";"ser";"0.000433616"
" 3";" 49";" 6.12";" -6.107";"para";"0.013462873"
" 0";" 12";" 0.00";" -2.795";"estado";"0.094571559"
"28";"173";"16.18";" -2.166";"a";"0.141132608"
" 0";"  9";" 0.00";" -2.065";"todo";"0.150719144"
" 0";"  9";" 0.00";" -2.065";"fim";"0.150719144"
" 0";"  9";" 0.00";" -2.065";"sem";"0.150719144"
"*";"*";"*";"*";"*";"*"
"6";"140";"4.29";"-53.068";"*tipo_proc_agravo_de_instrumento";"3.221760e-13"
"3";" 51";"5.88";" -6.699";"*ano_2024";"9.648900e-03"
"2";" 41";"4.88";" -5.943";"*rel_josé_antônio_daltoe_cezar";"1.477918e-02"
"2";" 38";"5.26";" -5.099";"*ori_outra";"2.393319e-02"
"1";" 22";"4.55";" -3.015";"*rel_joão_ricardo_dos_santos_costa";"8.248298e-02"
"2";" 26";"7.69";" -2.138";"*ori_porto_alegre";"1.437201e-01"
"3";" 33";"9.09";" -2.107";"*rel_mauro_caum_gonçalves";"1.466091e-01"
"0";"  9";"0.00";" -2.065";"*ori_viamão";"1.507191e-01"
"**";"classe";"4";"**";"";""
"****";"37";"211";"17.54";"****";""
"0";"28";"0.00";"-6.865";"negligência";"0.008789921"
"0";"20";"0.00";"-4.698";"assegurar";"0.030194213"
"0";"16";"0.00";"-3.681";"idade";"0.055020591"
"5";"55";"9.09";"-3.669";"convivência";"0.055447868"
"0";"15";"0.00";"-3.434";"mãe";"0.063876463"
"0";"15";"0.00";"-3.434";"constituição_federal";"0.063876463"
"0";"15";"0.00";"-3.434";"proteção";"0.063876463"
"0";"15";"0.00";"-3.434";"prever";"0.063876463"
"0";"15";"0.00";"-3.434";"vínculo";"0.063876463"
"1";"24";"4.17";"-3.347";"cuidado";"0.067327531"
"0";"13";"0.00";"-2.946";"agravante";"0.086097502"
"0";"13";"0.00";"-2.946";"bem";"0.086097502"
"0";"12";"0.00";"-2.706";"apelação_cível";"0.099996646"
"0";"12";"0.00";"-2.706";"biológico";"0.099996646"
"0";"12";"0.00";"-2.706";"proteção_integral";"0.099996646"
"0";"12";"0.00";"-2.706";"desacolhimento";"0.099996646"
"2";"29";"6.90";"-2.632";"manutenção";"0.104754423"
"1";"21";"4.76";"-2.631";"art";"0.104767465"
"0";"11";"0.00";"-2.468";"social";"0.116205651"
"0";"11";"0.00";"-2.468";"elemento";"0.116205651"
"0";"11";"0.00";"-2.468";"abandono";"0.116205651"
"4";"42";"9.52";"-2.328";"familiar";"0.127096021"
"0";"10";"0.00";"-2.232";"nascimento";"0.135158681"
"0";"10";"0.00";"-2.232";"unânime";"0.135158681"
"*****";"*";"*";"*";"*";"*"
"35";"209";"16.75";"-9.495";"de";"0.002059866"
"26";"173";"15.03";"-4.174";"a";"0.041050753"
" 0";" 17";" 0.00";"-3.932";"como";"0.047383575"
" 2";" 30";" 6.67";"-2.857";"sua";"0.090977665"
" 0";" 10";" 0.00";"-2.232";"qualquer";"0.135158681"
" 5";" 48";"10.42";"-2.178";"se";"0.140034934"
"*";"*";"*";"*";"*";"*"
"0";"15";" 0.00";"-3.434";"*ano_2013";"0.06387646"
"6";"56";"10.71";"-2.453";"*rel_luiz_felipe_brasil_santos";"0.11730712"
"**";"classe";"5";"**";"";""
"****";"47";"211";"22.27";"****";""
"1";"38";" 2.63";"-10.329";"família_substituta";"0.001309327"
"1";"24";" 4.17";" -5.129";"colocação";"0.023530261"
"1";"23";" 4.35";" -4.792";"família_extensa";"0.028596465"
"0";"15";" 0.00";" -4.628";"constituição_federal";"0.031458449"
"0";"15";" 0.00";" -4.628";"prever";"0.031458449"
"0";"15";" 0.00";" -4.628";"vínculo";"0.031458449"
"0";"15";" 0.00";" -4.628";"apelante";"0.031458449"
"0";"14";" 0.00";" -4.297";"ano";"0.038172353"
"2";"27";" 7.41";" -3.953";"adoção";"0.046788096"
"1";"20";" 5.00";" -3.808";"assegurar";"0.050998843"
"1";"20";" 5.00";" -3.808";"medida";"0.050998843"
"0";"12";" 0.00";" -3.646";"artigo";"0.056190451"
"0";"12";" 0.00";" -3.646";"verificar";"0.056190451"
"0";"12";" 0.00";" -3.646";"proteção_integral";"0.056190451"
"0";"12";" 0.00";" -3.646";"imediato";"0.056190451"
"1";"19";" 5.26";" -3.490";"sentença";"0.061731821"
"4";"37";"10.81";" -3.406";"dever";"0.064962446"
"0";"11";" 0.00";" -3.326";"inserção";"0.068199866"
"0";"11";" 0.00";" -3.326";"afetivo";"0.068199866"
"0";"10";" 0.00";" -3.008";"preliminar";"0.082832309"
"0";"10";" 0.00";" -3.008";"apresentar";"0.082832309"
"0";"10";" 0.00";" -3.008";"unânime";"0.082832309"
"0";" 9";" 0.00";" -2.694";"sociedade";"0.100714901"
"1";"16";" 6.25";" -2.568";"idade";"0.109051362"
"1";"16";" 6.25";" -2.568";"exercer";"0.109051362"
"0";" 8";" 0.00";" -2.383";"absoluto";"0.122659042"
"0";" 8";" 0.00";" -2.383";"rejeitar";"0.122659042"
"0";" 8";" 0.00";" -2.383";"quando";"0.122659042"
"0";" 8";" 0.00";" -2.383";"julgar";"0.122659042"
"0";" 8";" 0.00";" -2.383";"devidamente";"0.122659042"
"1";"15";" 6.67";" -2.272";"mãe";"0.131712473"
"2";"21";" 9.52";" -2.190";"art";"0.138899932"
"0";" 7";" 0.00";" -2.075";"fato";"0.149736393"
"0";" 7";" 0.00";" -2.075";"especial";"0.149736393"
"0";" 7";" 0.00";" -2.075";"parental";"0.149736393"
"*****";"*";"*";"*";"*";"*"
"12";"87";"13.79";"-6.151";"ser";"0.01313049"
"13";"85";"15.29";"-4.006";"por";"0.04532644"
" 1";"17";" 5.88";"-2.870";"poder";"0.09025864"
" 7";"49";"14.29";"-2.353";"para";"0.12505614"
" 0";" 7";" 0.00";"-2.075";"mais";"0.14973639"
" 0";" 7";" 0.00";"-2.075";"i";"0.14973639"
"*";"*";"*";"*";"*";"*"
"3";"65";" 4.62";"-16.921";"*tipo_proc_apelação_cível";"3.897066e-05"
"5";"56";" 8.93";" -7.843";"*rel_luiz_felipe_brasil_santos";"5.101675e-03"
"1";"26";" 3.85";" -5.817";"*rel_sandra_brisolara_medeiros";"1.587212e-02"
"0";"11";" 0.00";" -3.326";"*ori_canoas";"6.819987e-02"
"0";" 9";" 0.00";" -2.694";"*cod_10236451";"1.007149e-01"
"0";" 9";" 0.00";" -2.694";"*ori_pelotas";"1.007149e-01"
"0";" 9";" 0.00";" -2.694";"*ano_2015";"1.007149e-01"
"3";"28";"10.71";" -2.492";"*ano_2022";"1.144158e-01"
"0";" 8";" 0.00";" -2.383";"*ori_gravataí";"1.226590e-01"
"0";" 8";" 0.00";" -2.383";"*cod_5596873";"1.226590e-01"
